@relation CNNdriven-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute 56 numeric
@attribute 57 numeric
@attribute 58 numeric
@attribute 59 numeric
@attribute 60 numeric
@attribute 61 numeric
@attribute 62 numeric
@attribute 63 numeric
@attribute 64 numeric
@attribute 65 numeric
@attribute 66 numeric
@attribute 67 numeric
@attribute 68 numeric
@attribute 69 numeric
@attribute 70 numeric
@attribute 71 numeric
@attribute 72 numeric
@attribute 73 numeric
@attribute 74 numeric
@attribute 75 numeric
@attribute 76 numeric
@attribute 77 numeric
@attribute 78 numeric
@attribute 79 numeric
@attribute 80 numeric
@attribute 81 numeric
@attribute 82 numeric
@attribute 83 numeric
@attribute 84 {1,2,}

@data
1857,379.74,0.16183,0.82799,229.42,8.3974,229,365.15,0.73693,0.0096298,0.39862,181.1,9.4246,188,408.87,0.8928,0.0061979,0.33944,25.655,8.1336,22,324.71,0.78788,0.012384,0.38831,0.13009,0.013343,0.13514,279.66,0.84071,0.0037768,0.36951,0.82425,0.052397,0.84897,356.99,0.79348,0.0064133,0.3603,0.57015,0.01232,0.57124,333.72,0.64302,0.008918,0.34323,76.068,1.8384,77.495,596.85,0.88331,0.0018428,0.30229,4.8741,7.9592,0.12024,330.87,0.85068,0.0036113,0.35595,74.708,2.677,76.596,279.13,0.85011,0.0025209,0.35069,-1,1,0.20618,-0.99992,0.99839,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98856,-1,1
220,69.222,0.57696,0.57314,234.8,2.3047,234,776.64,0.83624,0.043431,0.36293,169.07,4.6728,165,555.14,0.92882,0.014324,0.23726,27.305,3.0134,28,809.59,0.79928,0.023457,0.29476,0.11646,0.0055382,0.11331,550.98,0.9191,0.014074,0.29188,0.8101,0.020215,0.80328,762.44,0.81245,0.0059423,0.19237,0.56362,0.0050723,0.55817,1541.2,0.74344,0.014491,0.21047,73.631,0.97725,72.555,853.15,0.91355,0.0074435,0.2261,13.537,3.2458,15.36,478.71,0.92611,0.0063176,0.26248,72.884,1.1824,71.884,711.1,0.88914,0.0056921,0.16691,-1,1,0.20529,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98025,-1,1
10024,666.85,0.28327,0.71009,221.3,15.605,235,37.684,0.99016,0.0054422,0.45972,183.69,15.837,199,145.77,0.9828,0.010192,0.42917,22.644,6.7706,20,99.513,0.94554,0.013589,0.47909,0.13793,0.023259,0.15572,59.013,0.98748,0.0021933,0.4441,0.84166,0.045869,0.86207,99.54,0.95033,0.00502,0.44757,0.559,0.016089,0.56863,92.331,0.95408,0.0059432,0.40742,76.048,2.9421,78.806,227.47,0.97601,0.002124,0.36966,0.0053246,14.172,-7.505,67.757,0.98847,0.0017557,0.43742,74.971,3.0268,77.602,93.082,0.96802,0.0031183,0.42473,-1,1,0.017576,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98023,-1,1
3436,565.37,0.13508,0.55808,232.31,8.0813,235,254.65,0.77785,0.011842,0.43644,171.27,13.371,162,308.75,0.95051,0.0045044,0.35657,28.042,7.3194,30,217.6,0.82447,0.0089629,0.39532,0.11941,0.016512,0.11072,204.35,0.91045,0.0039078,0.42172,0.80537,0.048908,0.84897,227.32,0.83881,0.0032991,0.36973,0.56421,0.012496,0.56732,194.81,0.72569,0.0057183,0.37239,73.987,2.7398,70.318,385.48,0.95125,0.0016797,0.33405,11.343,9.8407,21.129,251.27,0.91767,0.0027437,0.40818,72.718,3.169,69.681,146.47,0.92112,0.0018017,0.3831,-1,1,0.20601,-0.99992,0.99832,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98092,-1,1
11463,552.51,0.47188,0.66868,223.07,15.762,236,37.586,0.98993,0.0057883,0.45595,179.51,18.638,199,144.94,0.98381,0.0080515,0.41978,24.072,7.647,20,112.55,0.95179,0.011109,0.45459,0.13288,0.026015,0.15572,69.048,0.9874,0.002044,0.4411,0.83111,0.052899,0.86207,112.96,0.95706,0.0042296,0.42206,0.55771,0.015969,0.56863,93.444,0.9459,0.0051267,0.39528,75.212,3.5391,78.806,208.31,0.97843,0.0017362,0.36622,2.9982,15.689,-7.505,76.284,0.98885,0.0016384,0.4318,74.062,3.7631,77.602,107.33,0.97056,0.0028065,0.41946,-1,1,0.044964,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98023,-1,1
4241,561.41,0.16909,0.63821,233.16,8.251,236,209.01,0.78544,0.011832,0.43425,167.13,14.949,155,263.99,0.95285,0.0035425,0.34817,29.381,7.6287,30,206.11,0.8469,0.0077647,0.38468,0.11491,0.018208,0.11072,179.89,0.91866,0.0031504,0.41972,0.795,0.051969,0.84897,211.89,0.8632,0.0023922,0.3534,0.56166,0.013244,0.55294,152.92,0.75376,0.0045182,0.3695,73.103,3.0835,70.318,352.5,0.95416,0.0011357,0.32089,13.916,10.671,21.129,209.22,0.92511,0.0024502,0.40736,71.713,3.6362,69.681,148.47,0.92892,0.0015367,0.38087,-1,1,0.2057,-0.99992,0.99832,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98073,-1,1
70,29.574,1.0057,0.81358,243.43,5.3773,237,2172.5,0.6845,0.017853,0.079505,152.8,8.3607,151,1944.9,0.74119,0.015753,0.13833,37.4,8.3517,44,1495.7,0.80112,0.016173,0.10865,0.094078,0.011689,0.082424,1021.4,0.85963,0.014913,0.126,0.74203,0.054069,0.68129,1380,0.81499,0.014913,0.070067,0.56683,0.01403,0.56601,3596,0.46554,0.014493,0.075355,70.907,1.7509,72.381,4513.9,0.56005,0.014493,0.044527,25.981,5.7334,16.867,1005.7,0.86449,0.014493,0.078414,68.23,3.2872,69.141,1233.7,0.82057,0.014913,0.10001,-1,1,0.20529,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98025,-1,1
12203,589.13,0.44182,0.65287,223.94,15.689,236,39.206,0.9894,0.0058394,0.45058,177.07,20.48,199,150.69,0.98231,0.0071321,0.41392,24.915,8.2331,20,122.86,0.95462,0.01006,0.44318,0.12996,0.027769,0.15572,74.166,0.98611,0.001907,0.43859,0.82473,0.057782,0.86207,123.42,0.95984,0.0033491,0.4103,0.55677,0.016057,0.56863,109.79,0.93714,0.0046338,0.38456,74.722,3.9383,78.806,210.26,0.97741,0.0015378,0.36893,4.6725,16.595,-7.505,76.804,0.98798,0.0015702,0.43335,73.497,4.2993,77.602,130.84,0.97032,0.0026595,0.41308,-1,1,0.088615,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98023,-1,1
4805,605.42,0.16474,0.682,233.58,8.5648,236,178.04,0.78972,0.011442,0.43343,163.87,16.801,155,256.81,0.95519,0.0028715,0.33779,30.467,8.154,30,207.6,0.86496,0.0067549,0.36621,0.1114,0.020256,0.11072,166.5,0.92516,0.002644,0.41051,0.78637,0.056666,0.84897,209.28,0.88189,0.0018749,0.33487,0.55937,0.014598,0.55294,147.8,0.78277,0.0037332,0.35748,72.399,3.4899,70.318,316.6,0.95624,0.001022,0.31383,15.838,11.622,21.129,192.03,0.93095,0.0019328,0.40022,70.855,4.2459,69.681,158.29,0.93702,0.0013767,0.37115,-1,1,0.20522,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98082,-1,1
86,36.058,0.8312,0.77886,242.9,5.8007,248,1967.1,0.71697,0.015363,0.073304,149.48,10.606,151,2000.7,0.74755,0.012318,0.10657,38.43,8.9226,29,1316.7,0.83142,0.013979,0.10046,0.090868,0.013737,0.082424,1248,0.83455,0.012042,0.1059,0.73305,0.059149,0.68129,1228.6,0.83855,0.012042,0.076333,0.56314,0.016112,0.56601,2627.2,0.56795,0.011765,0.076413,70.118,2.3047,72.381,3286.4,0.65231,0.011765,0.066137,27.514,6.6264,16.867,1242.2,0.83904,0.011765,0.070771,67.17,3.9921,69.141,1349.8,0.81193,0.012042,0.088979,-1,1,0.2053,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98025,-1,1
12828,575.22,0.4872,0.63924,224.6,15.603,236,41.241,0.98872,0.0057279,0.44305,174.81,22.341,199,158.24,0.9807,0.006473,0.41188,25.671,8.794,20,139.08,0.95498,0.009236,0.4323,0.12731,0.02955,0.15572,82.697,0.98468,0.001622,0.43404,0.81883,0.062675,0.86207,130.97,0.96039,0.0033457,0.40129,0.55567,0.016512,0.56863,133.78,0.92757,0.0042289,0.37358,74.263,4.3442,78.806,215.84,0.97596,0.0015188,0.36781,6.1522,17.477,-7.505,84.031,0.9871,0.0013854,0.42771,72.952,4.859,77.602,141.47,0.96859,0.002669,0.41455,-1,1,0.11027,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98023,-1,1
90,54.674,0.37835,0.95944,237.36,3.5006,240,3410.8,0.30613,0.017043,0.11981,122.68,8.6607,115,1614.2,0.75807,0.012498,0.077981,125.54,4.6571,122,2271.6,0.64374,0.016286,0.14163,0.68573,0.46049,0.9909,8671.2,0.68485,0.067542,0.56982,0.24884,0.024546,0.22,2756.8,0.65091,0.011488,0.050916,0.63474,0.018813,0.62092,2518.8,0.66214,0.011488,0.054752,64.72,1.9624,62.27,2187.9,0.70349,0.011236,0.048559,44.244,4.0102,35.92,1742,0.74511,0.011236,0.054548,18.926,0.68824,17.768,2412.1,0.5748,0.011236,0.054618,-1,1,0.20529,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98025,-1,2
5561,652.83,0.16397,0.73365,234.34,8.3472,236,159.56,0.80189,0.010462,0.4183,159.56,19.249,155,232.72,0.96173,0.0023068,0.33311,31.896,8.7208,30,184.46,0.88352,0.0056457,0.35271,0.10657,0.022718,0.11072,133.77,0.94072,0.0022576,0.41069,0.77493,0.062123,0.84897,173.15,0.90309,0.0013739,0.33013,0.55659,0.016015,0.55294,157.4,0.80802,0.002949,0.33974,71.51,3.9988,70.318,295.84,0.96058,0.00092581,0.30727,18.449,12.768,21.129,165.47,0.94471,0.001744,0.39583,69.739,4.9759,69.681,129.32,0.94891,0.0013734,0.38048,-1,1,0.20445,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98101,-1,1
13187,561.59,0.52544,0.63264,224.95,15.546,236,42.124,0.9884,0.0056559,0.43855,173.35,23.703,199,162.23,0.97912,0.0061314,0.41306,26.125,9.1373,20,125.94,0.9568,0.0087967,0.4314,0.12564,0.03084,0.15572,85.339,0.9838,0.0016782,0.43556,0.81515,0.0659,0.86207,111.74,0.96202,0.0030634,0.40566,0.55481,0.017136,0.56863,161.01,0.91907,0.0040102,0.36672,73.967,4.6382,78.806,209.61,0.9742,0.0014787,0.37461,7.0722,18.103,-7.505,86.409,0.98653,0.0014045,0.42778,72.597,5.2543,77.602,116.38,0.9683,0.0031743,0.43456,-1,1,0.14956,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98023,-1,1
139,57.486,0.52857,0.94974,236.31,4.1017,240,3605,0.40348,0.013233,0.15191,117.72,9.8592,112,1408.3,0.7622,0.0091367,0.082882,122.74,5.4882,119,2030.5,0.64708,0.010922,0.10695,0.79297,0.39754,0.99275,5607.5,0.72738,0.055451,0.59817,0.26423,0.031469,0.22,2229,0.68513,0.0073514,0.059167,0.62323,0.022097,0.60654,1989.1,0.68058,0.0077715,0.053402,63.558,2.253,61.624,1824.6,0.71975,0.0073514,0.054032,46.047,4.3819,51.143,1382.6,0.75348,0.0074564,0.070195,18.905,0.73938,18.196,2417,0.5275,0.0072464,0.079787,-1,1,0.20531,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98025,-1,2
5987,670.76,0.16722,0.76301,234.67,8.2198,236,156.37,0.79985,0.0098827,0.4097,156.77,21.143,155,254.18,0.95805,0.0020209,0.33041,32.775,9.1494,30,191.93,0.88985,0.0050987,0.34427,0.10349,0.024649,0.11072,160.94,0.93939,0.0019999,0.40354,0.76758,0.066452,0.84897,184.55,0.9097,0.0012129,0.32106,0.55453,0.017346,0.55294,168.17,0.82534,0.0025878,0.32652,70.933,4.3839,70.318,307.32,0.95839,0.00079448,0.30333,20.059,13.644,21.129,177.08,0.9441,0.001559,0.39304,68.993,5.5471,69.681,166.35,0.94711,0.0012204,0.3714,-1,1,0.20521,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98057,-1,1
13556,566.37,0.53106,0.62643,225.26,15.461,236,43.38,0.98792,0.0056227,0.43402,171.71,25.369,199,174.83,0.97738,0.0058077,0.41308,26.587,9.4681,20,129.32,0.95868,0.0083839,0.42723,0.1238,0.032369,0.15572,94.178,0.98315,0.0016228,0.43258,0.81123,0.069362,0.86207,117.58,0.96392,0.0029031,0.40011,0.55367,0.018269,0.56863,204.11,0.90973,0.0038006,0.35983,73.629,4.9999,78.806,222.25,0.97214,0.0015436,0.37666,8.0693,18.832,-7.505,91.577,0.98606,0.001345,0.42693,72.198,5.714,77.602,136.9,0.96847,0.0030078,0.42752,-1,1,0.29968,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98023,-1,1
181,66.451,0.51509,0.93085,236.11,4.1189,240,3040.1,0.44943,0.011914,0.17677,113.62,11.513,112,1211.9,0.79265,0.0066667,0.085902,120.56,6.3415,119,1573.9,0.70774,0.0087654,0.095057,0.83775,0.35755,0.9918,4299.5,0.74189,0.05,0.59721,0.27974,0.040937,0.22,1985,0.73744,0.0058642,0.059634,0.61477,0.024933,0.59869,1639.9,0.73503,0.0060494,0.060099,62.725,2.4997,59.607,1497.5,0.76343,0.0055556,0.061881,47.742,5.0959,49.056,1245,0.7814,0.005679,0.073865,19.007,0.81962,18.196,2013.8,0.54972,0.0056173,0.091595,-1,1,0.20531,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98025,-1,2
6443,704.2,0.16327,0.77896,234.91,8.0622,236,151.15,0.79896,0.0094355,0.40034,153.59,23.434,155,260.87,0.9612,0.0017767,0.3232,33.716,9.6063,30,198.33,0.89673,0.0046033,0.33819,0.10004,0.026936,0.11072,159.91,0.9466,0.0018243,0.39795,0.75939,0.07149,0.84897,192.22,0.91872,0.0010717,0.31234,0.55192,0.019413,0.55294,187.9,0.84421,0.0022677,0.3149,70.275,4.8554,70.318,300.66,0.96065,0.00074194,0.30121,21.822,14.648,21.129,174.71,0.95026,0.0014262,0.38776,68.133,6.2263,69.681,185.52,0.95318,0.0010752,0.36017,-1,1,0.20537,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98056,-1,1
69,36.066,0.6666,0.92308,236.58,3.8517,235,2430.4,0.67447,0.019464,0.18793,110.68,10.134,100,4708.6,0.55848,0.018166,0.12812,118.14,6.8627,117,2024.9,0.80636,0.019031,0.2245,0.9483,0.20374,0.99639,5620.4,-0.039454,0.070934,0.57118,0.28788,0.037428,0.23494,4753.9,0.44114,0.014706,0.09846,0.60837,0.025593,0.5817,3532.8,0.69565,0.015138,0.13999,62.165,2.4399,62.784,4667.4,0.63056,0.014706,0.10463,49.154,3.5535,44.396,4844.3,0.42507,0.014706,0.10572,19.632,1.6229,19.39,3042,0.61608,0.014706,0.10887,-1,1,0.20982,-0.99992,0.99966,1,0.9876,1,-0.98214,-1,-0.97872,1,-1,1,0.98005,-1,2
13988,588.94,0.50679,0.62305,225.62,15.37,236,44.883,0.98735,0.0055936,0.42941,169.61,27.607,199,167.67,0.97686,0.0054609,0.4178,27.185,9.961,20,122.52,0.95862,0.0079246,0.42744,0.12145,0.034499,0.15572,88.242,0.98212,0.0017151,0.44309,0.80607,0.07451,0.86207,112.16,0.96382,0.0033968,0.40543,0.55218,0.019909,0.56863,234.6,0.91264,0.0035788,0.35326,73.207,5.4631,78.806,223.19,0.97265,0.0015717,0.37806,9.3105,19.809,-7.505,87.78,0.98556,0.001375,0.43324,71.675,6.3582,77.602,133.92,0.96761,0.0035547,0.4407,-1,1,0.41193,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98023,-1,1
53,29.781,0.75094,0.83992,238.64,4.0435,238,6174.5,0.14528,0.023669,0.10444,97.415,5.6888,96,4585.7,0.4133,0.02071,0.071106,110.53,4.5387,111,5465.1,0.090086,0.022189,0.12517,0.98671,0.0050456,0.9829,1757.1,0.77867,0.02071,0.14671,0.34593,0.02608,0.31486,2481,0.69002,0.019231,0.11374,0.58377,0.016099,0.58954,5587,0.077673,0.02145,0.055401,59.956,1.4427,59.937,5756.4,0.15288,0.01997,0.049778,55.387,2.2683,52.635,1744,0.77131,0.019231,0.10936,21.048,1.461,19.291,3618.6,0.61513,0.019231,0.083025,-1,1,0.20529,-0.99992,0.99833,1,0.98388,1,-0.98253,-1,-0.97872,1,-1,1,0.98025,-1,2
